NCT Number,Study Title,Study URL,Acronym,Study Status,Brief Summary,Study Results,Conditions,Interventions,Primary Outcome Measures,Secondary Outcome Measures,Other Outcome Measures,Sponsor,Collaborators,Sex,Age,Phases,Enrollment,Funder Type,Study Type,Study Design,Other IDs,Start Date,Primary Completion Date,Completion Date,First Posted,Results First Posted,Last Update Posted,Locations,Study Documents
NCT03991130,High Dose IL-2 in Combination With Anti-PD-1 to Overcome Anti-PD-1 Resistance in Metastatic Melanoma and Renal Cell Carcinoma,https://clinicaltrials.gov/study/NCT03991130,,TERMINATED,The primary objective of this single arm phase 2 trial is to assess the response rate \[complete response (CR) + partial response (PR)\] of combined nivolumab and HD IL-2 in subjects with metastatic melanoma and renal cell carcinoma. Response will be performed after each course of nivolumab and IL-2 using RECIST 1.1. Patients will be treated for one course past best response for a maximum of 3 courses.,NO,"Melanoma Stage Iv|Renal Cell Carcinoma, Metastatic",DRUG: IL-2 and Nivolumab,"Overall Response Rate, The primary endpoint will be the response rate \[complete response (CR) and partial response (PR)\] of combined therapy with nivolumab and HD IL-2 in metastatic melanoma and renal cell carcinoma and will be evaluated using revised RECIST 1.1. Response rate will be computed with associated 95% confidence intervals., 3 years post treatment","Drug Toxicity, Proportion of subjects with each grade of adverse events as defined by CTCAE v 5.0 will be computed. Toxicity will be reported in a tabular and descriptive manner., After Initiation of a 35 day study treatment period up to 90 days following the last administration of study treatment|Progression Free Survival, • Median PFS times will be calculate and PFS rate at 1 year +/- 3 months will be calculated with associated 95% confidence intervals based on the Kaplan-Meier method., 1 year +/- 3 months",,Gregory Daniels,,ALL,"ADULT, OLDER_ADULT",PHASE2,6,OTHER,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,UCSD IIT HD IL-2,2019-05-23,2025-01-01,2025-01-01,2019-06-19,,2025-02-06,"UC San Diego Moores Cancer Center, La Jolla, California, 92093, United States",
NCT03976544,Natural Cycle Versus Hormone Replacement Therapy Cycle for a Frozen-thawed Embryo Transfer in PGT Patients,https://clinicaltrials.gov/study/NCT03976544,,TERMINATED,"The aim of the current study is to compare miscarriage rates (before 8 weeks) between a true natural cycle (awaiting spontaneous LH surge) and a hormone replacement therapy cycle prior to blastocyst transfer in preimplantation genetic testing (PGT) patients, with biopsy on day 5 of embryonic development. The advantage of performing the study in PGT patients is the exclusion of aneuploidy as a cause of miscarriage.",NO,Miscarriage|Frozen Embryo Transfer|Natural Cycle|Hormone Replacement Therapy Cycle|Preimplantation Genetic Screening|Euploid Embryos,DRUG: Estradiol Valerate|DRUG: Micronized progesterone,"Miscarriage rate before 8 weeks of gestation, a spontaneous loss of a clinical pregnancy before 8 weeks of gestational age, in which the embryo(s) is/are nonviable and is/are (not) spontaneously absorbed or expelled from the uterus per initiated embryo transfer cycle and per positive hCG, 8 weeks","Miscarriage rate after 8 weeks of gestation, a spontaneous loss of a clinical pregnancy after 8 weeks but before 22 completed weeks of gestational age, in which the embryo(s) or fetus(es) is/are nonviable and is/are not spontaneously absorbed or expelled from the uterus per initiated embryo transfer cycle and per positive hCG, 22 weeks|Clinical pregnancy rate, a pregnancy diagnosed by ultrasonographic visualization of one or more gestational sacs or definitive clinical signs of pregnancy per initiated embryo transfer cycles, 7 weeks|Ongoing pregnancy rate, the number of pregnancies after 20 weeks of gestation per initiated embryo transfer cycle, 20 weeks",,CRG UZ Brussel,,FEMALE,ADULT,PHASE4,362,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,HRT_NC-FET|2018-003156-20,2019-05-25,2025-01-01,2025-01-01,2019-06-06,,2025-01-28,"Centre for Reproductive Medicine UZ Brussel, Brussels, 1090, Belgium","Study Protocol, https://cdn.clinicaltrials.gov/large-docs/44/NCT03976544/Prot_000.pdf"
NCT03958539,Prevention of Primary Foot Ulcers in High-risk Diabetes Patients,https://clinicaltrials.gov/study/NCT03958539,PROFOUND,TERMINATED,This is a primary prevention study which aims to assess reduction in the rate of diabetic foot ulcers in patients with high-risk diabetic feet using 3D printed insoles compared to standard care,NO,"Diabetes Mellitus|Foot Ulcer, Diabetic|Primary Prevention",DEVICE: 3D printed insoles for normal footware,"The incidence of new ulcer in patients with high-risk diabetic feet is our primary outcome measure, Ulcer is defined as any new break in the skin of the feet, Within 1 year of randomisation","To compare patient satisfaction at baseline 26, and 52 weeks post randomisation, standardised questionnaires, Within 1 year of randomisation|To evaluate quality of life using NeuroQoL at baseline, 26, and 52 weeks post randomisation, standardised questionnaires, Within 1 year of randomisation|Incidence of adverse events relating in the 3D insole group over 52 weeks post randomisation, AE event recording, Within 1 year of randomisation|New callus formation, Clinical examination by podiatrists, Within 1 year of randomisation|To evaluate quality of life using EQ-5D-3L at baseline, 26, and 52 weeks post randomisation, standardised questionnaires, Within 1 year of randomisation|Need for debridement of callus, Clinical examination by podiatrists, Within 1 year of randomisation",,Countess of Chester NHS Foundation Trust,University of Liverpool|Staffordshire University,ALL,"ADULT, OLDER_ADULT",NA,900,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: PREVENTION,265590|265590,2019-09-01,2023-04-01,2025-02-12,2019-05-22,,2025-02-14,"Countess of Chester NHS Trust, Chester, Cheshire, CH2 1UL, United Kingdom",
NCT03936933,Pharmacodynamic Study Goserelin 3.6mg Injection Administered Subcutaneously in Premenopausal Patients with Breast Cancer,https://clinicaltrials.gov/study/NCT03936933,,TERMINATED,"A two arm, multi centric, randomized, open label, parallel, multiple dose pharmacodynamic study in premenopausal patients with advanced breast cancer.",NO,Breast Cancer,DRUG: Goserelin acetate 3.6 mg Injection|DRUG: ZOLADEX® 3.6mg Injection,"To evaluate and compare the pharmacodynamics, Percentage of patients with a mean estradiol concentration \<30 pg/mL at day 85 days (EOS), 85 days",,,Eurofarma Laboratorios S.A.,,FEMALE,ADULT,PHASE3,6,INDUSTRY,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,EF 160,2020-10-30,2024-09-30,2025-01-30,2019-05-03,,2025-02-17,"Mahatma Gandhi Cancer Hospital & Research Institute, Visakhapatnam, Andhra Pradesh, 530017, India",
NCT03822936,Carbon Ions Radiation Therapy for Resectable or Borderline Resectable Pancreas Adenocarcinoma,https://clinicaltrials.gov/study/NCT03822936,PIOPPO,TERMINATED,Relapses free survival will be evaluated as efficacy of carbon ions radiation therapy released before surgery.,NO,Cancer of Pancreas|Pancreas Adenocarcinoma|Resectable Pancreatic Cancer,DRUG: Preoperative chemotherapy|RADIATION: Preoperative radiotherapy,"Progression free survival, The local progression free survival is measured, The local progression free survival will be assessed at 1-year","overall survival, the overall survival of enrolled patients is considered, The overall survival of enrolled patients will be assessed at 2-years|resectability rate R0 stratified (operable vs not operable), how many surgeries completed according to the procedures and with histopathological margins free from the disease/enrolled patients, time of surgery (4-6 weeks after radiotherapy)|Incidence of acute, medium term and late toxicity according to CTCAE v 4.0 grading toxicity, Incidence of acute, medium term and late toxicity according to CTCAE v 4.0 grading toxicity, The incidence of acute and medium term toxicity will be assessed up to 90 and 180 post-operative days respectively. The incidence of late toxicity will be assessed through study completion, an average of 1 year.|intra and perioperatory complications, intra and perioperatory complications, The incidence of intra- and perioperatory complications will be assessed up to 30 post-operative days",,CNAO National Center of Oncological Hadrontherapy,Fondazione IRCCS Policlinico San Matteo di Pavia,ALL,"ADULT, OLDER_ADULT",PHASE2,30,OTHER,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,CNAO 35/2017 C,2018-02-08,2022-08-08,2025-02-10,2019-01-30,,2025-02-13,"CNAO, Pavia, 27100, Italy",
NCT03822637,The Effect of NAC on Lung Function and CT Mucus Score,https://clinicaltrials.gov/study/NCT03822637,ENACT,TERMINATED,"This study evaluates 20% n-acetylcysteine (NAC) in the treatment of moderate-to-severe asthma that is complicated by mucus in the airway, as determined by CT imaging. The study is a crossover design, which means that half the study participants will get 20% NAC in the first 14-day treatment period and placebo in the next 14-day treatment period; and the other half will get placebo in the first 14-day treatment period and 20% NAC in the next 14-day treatment period.",NO,Asthma,DRUG: n-acetylcystine + albuterol|DRUG: 0.9% saline + albuterol,"Change in FEV1, The primary outcome is the % change in FEV1 from the start to the end of each two-week treatment period (either placebo or 20% NAC)., Through study completion, an average of 9 weeks",,,"University of California, San Francisco",,ALL,"ADULT, OLDER_ADULT",PHASE4,4,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: CROSSOVER|Masking: TRIPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR)|Primary Purpose: TREATMENT",18-26680,2019-02-20,2025-02-21,2025-02-21,2019-01-30,,2025-03-03,"UCSF Airway Clinical Research Center, San Francisco, California, 94143, United States",
NCT03768440,Continuous Erector Spinae Block Versus Continuous Paravertebral Block,https://clinicaltrials.gov/study/NCT03768440,,TERMINATED,"Overall Aim: To evaluate the efficacy of continuous erector spinae block (ESB) versus continuous paravertebral block (PVB) for postoperative analgesia in children and adolescents undergoing surgical procedures via unilateral thoracotomy.

Hypothesis: The investigators hypothesize that ESP block efficacy is not inferior to that of PVB with respect to pain control and consumed opiate equivalents at 24 hours postoperatively.",NO,"Pain, Postoperative",PROCEDURE: continuous erector spinae block (ESB)|PROCEDURE: continuous paravertebral block (PVB)|DRUG: Ropivacaine,"Rescue analgesic consumption, rescue opiates (rendered as morphine equivalents/kg) given by blinded providers using standard PCA/NCA demand protocols, 24 hours","Pain scores, Pain scores measured by the numeric rating scale (NRS: 0/none -\> 10/worst), 24, 48 and 72 hours|Time to perform the block in the operating room, Total time required for intervention, 1 hour|Number of Adverse events, Any intervention related (or unrelated) adverse events, 1 week|Rescue analgesic consumption, rescue opiates (rendered as morphine equivalents/kg) given by blinded providers using standard PCA/NCA demand protocols, 48 hours|Rescue analgesic consumption, rescue opiates (rendered as morphine equivalents/kg) given by blinded providers using standard PCA/NCA demand protocols, 72 hours",,Boston Children's Hospital,,ALL,CHILD,PHASE3,100,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: TRIPLE (PARTICIPANT, CARE_PROVIDER, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",IRB-P00030317,2019-04-16,2025-02-01,2025-02-01,2018-12-07,,2025-02-17,"Boston Children""S Hospital, Boston, Massachusetts, 02118, United States",
NCT03747419,Avelumab and Radiation in Muscle-Invasive Bladder Cancer,https://clinicaltrials.gov/study/NCT03747419,,TERMINATED,"This research study is studying the effects of adding a certain type of immunotherapy to standard bladder-directed radiation as a treatment for muscle-invasive urothelial carcinoma of the bladder.

The drug in this study is: Avelumab (also known as BAVENCIO®)",NO,Bladder Cancer|Muscle Invasive Bladder Cancer,DRUG: Avelumab|RADIATION: Radiation,"Complete clinical response rate, Measured by the complete clinical response rate at 3 months following completion of radiation., 3 months","Overall Survival, OS, 3 years|Progression Free Survival, PFS, 3 years|Metastases-free survival, MFS, 3 years|Locoregional recurrence rate, LRR, 3 years|Quality of Life Outcomes, QoL, 3 years",,Dana-Farber Cancer Institute,EMD Serono,ALL,"ADULT, OLDER_ADULT",PHASE2,14,OTHER,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,18-464,2018-12-13,2025-02-24,2025-02-24,2018-11-20,,2025-02-27,"Dana-Farber Cancer Institute, Boston, Massachusetts, 02115, United States|Brigham and Women's Hospital, Boston, Massachusetts, 02215, United States",
NCT03731637,A Study to Establish a New Onset Hyperglycemia and Diabetes Cohort,https://clinicaltrials.gov/study/NCT03731637,NOD,TERMINATED,Create a large biobank of blood samples and data from subjects with new onset hyperglycemia and diabetes (NOD).,NO,Diabetes|Type2 Diabetes|Diabetes Mellitus,,"Incidence of pancreatic ductal adenocarcinoma in new-onset hyperglycemia and diabetes, Enrolled subjects will be followed for three years to determine the 1-year, 2-year, 3-year incidence rates of PDAC in new-onset hyperglycemia and diabetes., 3 years|Determine sensitivity and specificity of serum CA 19-9 in pre-symptomatic pancreatic ductal adenocarcinoma in subjects with new-onset hyperglycemia and diabetes, We will retrospectively measure serum CA 19-9 in blood collected at baseline and at each subsequent blood draw to determine its ability to predict pancreatic cancer in presymptomatic subjects. We will also collect blood for future biomarker testing., 3 years",,,Fred Hutchinson Cancer Center,M.D. Anderson Cancer Center|National Cancer Institute (NCI)|National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK)|Alliance for Clinical Trials in Oncology,ALL,"ADULT, OLDER_ADULT",,2269,OTHER,OBSERVATIONAL,Observational Model: |Time Perspective: p,17-011305|U01DK108328|A211701|NCI-2018-01307|RG1001811,2018-10-15,2025-03-31,2025-03-31,2018-11-06,,2025-04-30,"Kaiser Permanente Southern California, Los Angeles, California, 90027, United States|Cedars Sinai Medical Center, Los Angeles, California, 90048, United States|Greater Los Angeles Veterans Affairs Medical Center, Los Angeles, California, 90073, United States|Kaiser Permanente Northern California, Oakland, California, 94612, United States|Stanford University Medical Center, Palo Alto, California, 94605, United States|University of Florida, Gainesville, Florida, 32608, United States|Advent Health Translational Research Institute, Orlando, Florida, 32804, United States|Carle Foundation Hospital, Urbana, Illinois, 61801, United States|Univeristy Hospital, Indiana University Health, Indianapolis, Indiana, 46202, United States|Ochsner Medical Center, New Orleans, Louisiana, 70121, United States|Henry Ford Health System, Detroit, Michigan, 48202, United States|Trinity Health Ann Arbor Hospital, Ypsilanti, Michigan, 48197, United States|Mayo Clinic, Rochester, Minnesota, 55905, United States|The Ohio State University Wexner Medical Center, Columbus, Ohio, 43210, United States|University of Pittsburgh Medical Center, Pittsburgh, Pennsylvania, 15213, United States|Gibbs Cancer Center & Research Institute, Spartanburg, South Carolina, 29303, United States|Baylor College of Medicine, Houston, Texas, 77030, United States|Marshfield Clinic Health System, Marshfield, Wisconsin, 54449, United States",
NCT03705741,The Efficacy of Light-to-moderate Resistance Training in Sedentary Pregnant Women,https://clinicaltrials.gov/study/NCT03705741,,TERMINATED,"Maintaining a physically active lifestyle is associated with many health benefits, including lower risk of cardiovascular disease, diabetes, hypertension, some type of cancer, and depression . Pregnant, healthy women are recommended to do 30 minutes or more of light to moderate exercise a day, although most women in the Western world do not follow current recommendations and decrease their exercise level.

Benefits of exercise during pregnancy are several, including a protective effect against the development of gestational diabetes mellitus, reduced pregnancy related low back pain, and risk of caesarean delivery. On the contrary, a recent review concludes that sedentary behaviors are associated with higher levels of C Reactive Protein and LDL Cholesterol, a larger newborn abdominal circumference, and macrosomia.

Previous studies show that exercise during pregnancy is associated with improvements in psychological well-being among previously sedentary women.

Only a few RCT's have studied resistance exercise during pregnancy. These studies have found reduced fatigue and reduced need of insulin among women with gestational diabetes mellitus who did resistance exercise, with no adverse effects on fetus or the pregnant woman.

The aim of this study is to evaluate the efficacy of regular light -to-moderate resistance exercise among sedentary pregnant woman, with regard to fatigue, health related quality of life, pain location and intensity, body weight gain, blood pressure, and childbirth outcomes.",NO,Pregnancy Related|Sedentary Lifestyle,BEHAVIORAL: Resistance exercise,"Change in fatigue, Visual Analogue Scale (VAS) 0-100 millimeters. It is a psychometric scale and measure self-reported fatigue from 0, ""no fatigue"" to 100, ""very great fatigue"". The scale is a streight horizontal line., Register at gestational week 22 and 34","Change in anxiety / depression, Visual Analogue Scale (VAS) 0-100 millimeters. It is a psychometric scale and measure self-reported anxiety/depression from 0, ""no anxiety/depression"" to 100, ""very great anxiety/depression"". The scale is a streight horizontal line., Register at gestational week 22 and 34|Change in pain, Visual Analogue Scale (VAS) 0-100 millimeters. It is a psychometric scale and measure the intensity of pain from 0, ""none pain"" to 100, ""extreme amount of pain"". The scale is a streight horizontal line., Register at gestational week 22 and 34|Change in Health Related Quality of Life, Visual Analogue Scale (EQ-VAS). Mark health status on the day on a 20 centimeters vertical scale with end points of 0 and 100. There are notes at the both ends of the scale that the bottom rate (0) corresponds to "" the worst health you can imagine"", and the highest rate (100) corresponds to ""the best health you can imagine""., Register at gestational week 22 and 34|Change in blood pressure, Systolic and Diastolic, From perinatal records. Registered at gestational week 22 and 34|Change in weight gain, kilogram, from perinatal records. Registered at gestational week 22 and 34|Gestational Diabetes Mellitus (GDM), Development of GDM, from perinatal records. Registered at gestational week 34|Change in exercise, Minutes a day. (Walks, light, moderate, vigorous intensity)., Registered at gestational week 22 and 34|Birth weight, kilogram, from perinatal records at birth (gestational week 40)|Birth length, centimeters, from perinatal records at birth (gestational week 40)|Gestational age, days, From perinatal records at birth (gestational week 40)|Acute cesarean section, rate, from perinatal records at birth (gestational week 40)|Macrosomia, rate of birth with macrosomia, from perinatal records at birth (gestational week 40)",,"Värmland County Council, Sweden",,FEMALE,"ADULT, OLDER_ADULT",NA,120,OTHER_GOV,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (OUTCOMES_ASSESSOR)|Primary Purpose: PREVENTION,2018/246,2018-11-05,2025-04-15,2025-04-15,2018-10-15,,2025-04-17,"Fysioterapimottagningen Gripen, Karlstad, 65224, Sweden",
NCT03705403,IMMUNOtherapy and Stereotactic ABlative Radiotherapy (IMMUNOSABR) a Phase II Study,https://clinicaltrials.gov/study/NCT03705403,IMMUNOSABR2,TERMINATED,"This will be a phase II trial testing if the combination of stereotactic ablative body radiotherapy (SABR) and L19-IL2 improve the progression-free survival in patients with limited metastatic non-small cell lung cancer (NSCLC). The trial consists of one cohort with two arms; C-arm and an E-arm.

Patients with oligometastatic disease will receive SABR to minimal 1 and max all metastatic sites (max 5 sites irradiated) and patients with diffuse metastatic lesions (6 to max 10) will receive radiotherapy to max 5 sites. In the experimental arm, immunotherapy will be given after irradiation.",NO,NSCLC Stage IV|Metastatic Disease,DRUG: Darleukin|RADIATION: Radiation,"Progression-free survival, The main objective of the trial is to test the hypothesis that the combination of (SAB)R and L19-IL2 in patients with metastatic NSCLC will resulting in improved progression-free survival (PFS) compared to the SOC., 18 months after randomization of the last patient","Overall survival, Assesment of the overall survival of the patient cohort., 18 months after randomization of the last patient|Change in score of The EORTC quality of life questionnaire (QLQ) core module (C30), The EORTC QLQ assesses health-related QoL of cancer patients; it consists of 30 items and covers 9 domains + 6 single symptoms. There are 5 functional scales: physical, role functioning, cognitive, emotional, social; 3 symptom scales: fatigue, pain, nausea + vomiting; a global health and QoL scale, and 6 single items. Each item has four response alternatives: 1) not at all, 2) a little 3) quite a bit 4) very much (score 1-4 with range 3); except for the global health-status/quality of life scale, which has options ranging from 1) very poor to 7) excellent (score 1-7, range 6). Answers are combined into dimensions and scores are linearly transformed into a score of 0 to 100 according to the scoring manual of the EORTC QoL group. For functional and global QoL scales, higher scores mean better level of functioning. For symptom-oriented scales, a higher score means more severe symptoms. Scores are reported as mean and standard deviation. Scores will be used in multilevel-analysis., baseline and at 3, 6, 9, 12, 15, 18, 21, 24 months after treatment|Change in score of The EORTC quality of life questionnaire (QLQ) - Lung cancer module (LC13), The EORTC QLQ-LC13 The Lung Cancer Module is a supplementary questionnaire module to be employed in conjunction with the QLQ-C30. The QLQ-LC13 incorporates one multi-item scale to assess dyspnoea, and a series of single items assessing pain, coughing, sore mouth, dysphagia, peripheral neuropathy, alopecia, and haemoptysis. All items are scored 1 to 4, giving range = 3. After linear transformation scores range from 0 to100. A high score represents a high level of symptomatology or problems., baseline and at 3, 6, 9, 12, 15, 18, 21, 24 months after treatment|Change in score of The Euro Quality of Life - 5 dimensions - 5 levels (EQ-5D-5L), EQ-5D-5L is a standardized instrument developed by the EuroQol Group as a measure of general health-related quality of life that can be used in a wide range of health conditions and treatments. The descriptive system comprises five dimensions: mobility, self-care, usual activities, pain/discomfort and anxiety/depression. Each dimension has 5 levels: no problems, slight problems, moderate problems, severe problems and extreme problems (score 1-5). The scores for the five dimensions are combined into a 5-digit number that describes the patient's health state., baseline and at 3, 6, 9, 12, 15, 18, 21, 24 months after treatment|Change in score of The Euro Quality of Life (EQ) visual analogue scale (VAS), The EQ VAS records the patient's self-rated health on a vertical visual analogue scale from 0-100. This can be used as a quantitative measure of health outcome that reflects the patient's own judgement., baseline and at 3, 6, 9, 12, 15, 18, 21, 24 months after treatment|Change in out of field radio-immune (OFRI) response, To assess the occurrence of an out of field radio-immune (OFRI) response, with a scan. Assessment will be based on the RECIST criteria., at 3, 6, 9, 12, 15, 18, 21, 24 months after treatment|Immunoresponse blood biomarkers by enzyme-linked immunosorbent assay (ELISA), To perform correlative biomarker studies related to treatment response immunoresponse blood biomarkers will be measured: osteopontin (OPN), carbonic anhydrase IX (CA-IX)\], interleukin-6 (IL-6), interleukin-8 (IL-8), C-reactive protein (CRP), carcinoembryonic antigen (CEA), cytokeratin fragment 21-1 (Cyfra 21-1), alpha-2-macroglobulin (α2M), serum interleukin-2 receptor (sIL2r), toll-like receptor 4 (TLR4), vascular endothelial growth factor (VEGF), extradomain-B fibronectin (EDB). This part of the study is exploratory., baseline and at 3, 6 and 9 months after treatment",,Maastricht University Medical Center,"Academisch Ziekenhuis Maastricht|The Netherlands Cancer Institute|University Medical Center Nijmegen|Erasmus Medical Center|University Ghent|KU Leuven|Centre Oscar Lambret|Gasthuis Zusters Antwerpen|University College, London|Cliniques universitaires Saint-Luc- Université Catholique de Louvain|University Hospital Dresden|University Hospital Tuebingen|Heidelberg University|Catholic University of the Sacred Heart|Institut du Cancer de Montpellier - Val d'Aurelle",ALL,"ADULT, OLDER_ADULT",PHASE2,88,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,UM2018IMMUNOSABR2RLPL,2019-04-04,2025-01-06,2025-01-06,2018-10-15,,2025-01-30,"UCL St. Luc, Brussel, Belgium|UZ Gent, Gent, Belgium|UZ Leuven, Leuven, Belgium|GZA Ziekenhuizen campus Sint-Augustinus, Wilrijk, Belgium|Centre Oscar Lambret Lille, Lille, France|INSTITUT régional du CANCER MONTPELLIER - ICM - VAL d'AURELLE, Montpellier, France|University Hospital Carl Gustav Carus, Dresden, Germany|Klinikum der Universität Heidelberg, Heidelberg, Germany|University Hospital Tübingen, Tübingen, Germany|Fondazione Policlinico Universitario Agostino Gemelli IRCCS Università Cattolica del Sacro Cuore, Rome, Italy|Academisch Ziekenhuis Maastricht (Leading Centre), Maastricht, Limburg, 6229HX, Netherlands|AVL-NKI, Amsterdam, Netherlands|Radboud UMC Nijmegen, Nijmegen, Netherlands|Erasmus MC, Rotterdam, Netherlands|University College London Hospital, London, United Kingdom",
NCT03702920,Short-term Survival of Subjects With Acute-on-chronic Liver Failure After Plasma Exchange With Human Serum Albumin 5%,https://clinicaltrials.gov/study/NCT03702920,APACHE,TERMINATED,"This is a Phase 3, multicenter, randomized, controlled, parallel-group, open-label study to evaluate the effects of plasma exchange using human serum albumin 5% (PE-A 5%) in acute-on-chronic liver failure (ACLF) subjects. The study will involve approximately 40 study centers in the United States, Canada, and Europe with expertise in the management of subjects with ACLF.

Subjects with ACLF at a high risk of hospital mortality will be enrolled. The study will consist of a Screening Period during which subjects will be randomized (1:1) to receive either standard medical treatment (SMT) + PE-A 5% (treatment group) or SMT only (control group), followed by a Treatment Period, and a Follow-up Period.

The Treatment Period for subjects in the SMT+ PE-A 5% treatment group will be between 7 and 17 days, depending on ACLF evolution.

The Treatment Period for subjects in the SMT control group will be a minimum of 7 days for all subjects and up to 17 days depending on the ACLF evolution. Subjects in this group will receive SMT according to the institution's standards.

The Follow-up Period for subjects in both groups will be 90 days.",NO,Acute-On-Chronic Liver Failure,BIOLOGICAL: SMT + PE-A 5%|OTHER: Standard Medical Treatment,"Time to death through Day 90, Time to death through Day 90 after randomization of SMT+PE-A 5% versus SMT alone, Day 1 to Day 90","Time to transplant or death through Day 90, Time to transplant or death through Day 90 after randomization of SMT+PE-A 5% versus SMT alone, Day 1 to Day 90|Time to death through Day 28, Time to death through Day 28 after randomization of SMT+PE-A 5% versus SMT alone, Day 1 to Day 28",,Grifols Therapeutics LLC,"Instituto Grifols, S.A.",ALL,"ADULT, OLDER_ADULT",PHASE3,275,INDUSTRY,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,IG1407,2019-02-21,2025-04-14,2025-04-14,2018-10-11,,2025-04-29,"University of Alabama at Birmingham (UAB) Hospital, Birmingham, Alabama, 35294, United States|Mayo Clinic Phoenix, Phoenix, Arizona, 85054, United States|Southern California Research Center, Coronado, California, 92118, United States|Cedars-Sinai Medical Center, Los Angeles, California, 90048, United States|Emory University, Atlanta, Georgia, 30322, United States|University of Kansas, Kansas City, Kansas, 66045, United States|Rutgers-New Jersey Medical School, Newark, New Jersey, 07101, United States|University of New Mexico, Albuquerque, New Mexico, 87131, United States|Mayo Clinic Rochester, Rochester, New York, 55905, United States|Ohio State University Wexner Medical Center, Columbus, Ohio, 43210, United States|University of Pennsylvania, Philadelphia, Pennsylvania, 19104, United States|University of Pittsburgh Medical Center, Pittsburgh, Pennsylvania, 15213, United States|McGuire VA Medical Center, Richmond, Virginia, 23249, United States|University of Washington Medical Center, Seattle, Washington, 98195, United States|Aurora Health Care, Inc., Milwaukee, Wisconsin, 53215, United States|Medical University of Vienna, Vienna, A-1090, Austria|Université libre de Bruxelles, Bruxelles, 1070, Belgium|UZ Leuven - Campus Gasthuisberg, Leuven, 3000, Belgium|Rigshospitalet, Copenhagen, Denmark|Hôpital Beaujon, Clichy, 92110, France|Centre Hépato-Biliaire - Hôpital Universitaire Paul Brousse, Villejuif, 94804, France|Universitätsklinikum Bonn, Bonn, 53105, Germany|Universitätsklinikum Frankfurt, Frankfurt, 60590, Germany|Hannover Medical School, Hannover, 30625, Germany|Universitaetsklinikum Leipzig, Leipzig, 4103, Germany|Klinikum der Universitaet Muenchen, Muenchen, 81377, Germany|Klinikum der Universitaet Muenchen, München, 81377, Germany|ASST Papa Giovanni XXIII, Bergamo, 24127, Italy|ASST Grande Ospedale Metropolitano Niguarda, Milano, 20162, Italy|Milano Hospital Fondazione IRCCS Ca Granda Ospedale Maggiore Policlinico, Milan, 20122, Italy|Azienda Ospedaliera di Padova, Padova, 35128, Italy|Azienda Ospedaliero-Universitaria Policlinico Umberto I, Roma, 161, Italy|Centro Hospitalar Lisboa Norte, Lisboa, 1649-028, Portugal|Centro Hospitalar do Porto, Porto, Portugal|Hospital Universitario del Valle Hebron, Barcelona, 08035, Spain|Hospital Clínic de Barcelona, Barcelona, 08036, Spain|Hospital General Gregorio Marañón, Madrid, 28007, Spain|Hospital Universitario Ramón y Cajal, Madrid, 28034, Spain|Royal Free NHS Foundation Trust Hospital, London, NW3 2QG, United Kingdom|King's College Hospital NHS Foundation Trust, London, SE5 9RS, United Kingdom|Nottingham University Hospital, Nottingham, NG72UH, United Kingdom",
